,x,y,z
0,4.1069080524559665,-0.056695904516421786,1.7693487334926328
1,4.251327405160881,0.04988494490110451,1.7810170789075852
2,4.294374666428146,0.18507632458820134,1.8807548470447584
3,4.182175443864772,0.17117208173033965,1.8243977887417986
4,4.081386586160198,0.4046281794459181,1.800738455624605
5,4.007663870544584,0.5817332305113825,1.774442602258493
6,3.949556430368638,0.8186635024657946,1.7712580814974213
7,3.9768684797007827,0.9964355378655204,1.743469085976625
8,3.880413657839071,1.2113922102398744,1.7483749784162579
9,3.8034965780255074,1.2425820417565192,1.7265179692374055
10,3.630565295876943,1.458558281633058,1.6975543358971366
11,3.558360363702071,1.5906416139567532,1.6883816997702754
12,3.4260662923251655,1.812461130049126,1.6866885573906774
13,3.3465481211538397,1.9309024631298919,1.6822723772755324
14,3.150128764911516,2.1836270930638575,1.6805167156833978
15,3.0600186737022215,2.3450884681586297,1.6886547899194027
16,2.8513877493152133,2.5688546076967462,1.674285051615216
17,2.7372516974612804,2.663839297465561,1.6517502937118693
18,2.5017405476869157,2.8769949293222536,1.632180532214815
19,2.376168069682325,2.9973306356737037,1.6256113859643628
20,2.157595375335349,3.150794950640992,1.6137533292984731
21,2.0488702627282005,3.2375160940405228,1.6060402649370353
22,1.7568116616285239,3.418715863391311,1.5929493520536742
23,1.6104203012382894,3.5148057472522174,1.5822876187289163
24,1.35684798231312,3.623091018782625,1.563971075006033
25,1.233719056209223,3.7009474914843103,1.5697583415186522
26,0.9903951653992233,3.8097230337171752,1.6022778073017503
27,0.8469055073490974,3.8677718692398417,1.5977755558340485
28,0.5546150336259723,3.944130841319441,1.5726526335802071
29,0.42851287616640843,3.9998647204473032,1.5868020121364985
30,0.14408620130769526,4.026781938811556,1.5663588874284275
31,0.013293510539826466,4.050719902378539,1.5683820923294014
32,-0.24539167030043074,4.064847951678426,1.560903357677235
33,-0.389790224011,4.075892837478701,1.5401299960576567
34,-0.6751614293010458,4.050540349020404,1.54645906575346
35,-0.8237680236449559,4.044785189467792,1.5409443234534521
36,-1.107070240198582,4.006644330859814,1.543816848936883
37,-1.2326475457868646,3.993310886039661,1.5678685045185337
38,-1.4864458743730082,3.9275517423820805,1.5723304071778343
39,-1.6065397387051294,3.9004060489474384,1.5862996385889327
40,-1.8671428210863852,3.7706282478894426,1.5727426095495476
41,-1.9862993433220704,3.7083542052723093,1.583092025336255
42,-2.2233153514669843,3.6059170426581515,1.612125715848621
43,-2.3413924538499193,3.5599461501519287,1.6154435176604653
44,-2.581693773457581,3.3777001066266523,1.6336787899847198
45,-2.7130885604564954,3.3036368737592365,1.628176356384928
46,-2.897350151383516,3.092385601665746,1.6372094651352498
47,-2.99533447803776,2.998323362396996,1.6467096864870305
48,-3.2112670358533904,2.7777705655059926,1.6424843988485636
49,-3.32042681672529,2.678256170114392,1.6462827676000618
50,-3.458596331143399,2.440513496818987,1.6650828495173264
51,-3.52650815204791,2.3287303030521187,1.6694138302109032
52,-3.6730269043582204,2.0770750600646064,1.6591388757785208
53,-3.740640638868805,1.9483099355145392,1.6517264412044352
54,-3.8445385890053316,1.7024809704886432,1.6632654174850732
55,-3.892848428400147,1.5763959421319926,1.6780752347404593
56,-3.979871472540797,1.315493391274537,1.699682175380169
57,-4.014160320895301,1.1600509569859603,1.726778549893282
58,-4.078652654253334,0.910260149016265,1.7216544857208493
59,-4.10763598371936,0.7896951725761179,1.7163141581049897
60,-4.126645450814511,0.5495573969093874,1.7094359440521247
61,-4.132252257534094,0.41502193194929693,1.7239279254484547
62,-4.127713670003864,0.16102626023810165,1.7192200851673496
63,-4.119155295516327,0.025306283350119446,1.7153466397984123
64,-4.071728952425308,-0.24875353937917388,1.7306570683892788
65,-4.043779502349368,-0.38202478827858644,1.7434982766056835
66,-3.9833647070456166,-0.6561875290050223,1.7602617143889545
67,-3.9508038778970533,-0.8136864050513688,1.7703369979893888
68,-3.865252347284841,-1.0651171244245616,1.779422907358216
69,-3.8213285910987835,-1.2127485478119935,1.7891780175444016
70,-3.665115758429435,-1.4502877607421751,1.7880361101790179
71,-3.587310726953357,-1.5848340499209863,1.7912105251440065
72,-3.472834971787292,-1.8553482309404643,1.8172310458114074
73,-3.415400694846753,-1.992893153795197,1.8342869038591516
74,-3.217339680190663,-2.2411254607135205,1.8486301841217991
75,-3.114215522128489,-2.362169111562548,1.864563577333535
76,-3.0638006339527104,-2.4424357173306612,1.865051553046667
77,-3.035596352121643,-2.4800305776140887,1.8717845072150656
78,-3.0238130190330805,-2.51341414381756,1.873680754356636
79,-3.019781506185231,-2.5419317431200996,1.868556929531263
80,-2.494602650319198,-2.9413097863626567,1.8751098322984114
81,-2.2367172567852194,-3.1572707991319757,1.8793723003361453
82,-1.9171770647581785,-3.3990273196395324,1.86612254969089
83,-1.723359358260341,-3.488754577321375,1.8738454921504877
84,-1.4605760549936537,-3.6332285747577897,1.8647211076081607
85,-1.312341125520899,-3.6913883631330284,1.8792575298665835
86,-1.0303617478977336,-3.7889852826202244,1.9212054272450207
87,-0.8804363898262701,-3.8352627090474973,1.9504794115375383
88,-0.6056042067136034,-3.9156140185794,1.945480497563201
89,-0.4652447987792128,-3.958113676990604,1.9434224234854225
90,-0.16747332503497478,-3.975754896174169,1.959390195690527
91,-0.021674308729200332,-3.9937501922897467,1.9641153341696898
92,0.2591199372407744,-3.999017215962409,1.9900062370858054
93,0.37451883945384734,-4.017189777270763,1.9746951598073235
94,0.6512950129149258,-3.998021227617746,1.9716436333482474
95,0.7835725154552362,-3.9939142659193383,1.9608607275802403
96,1.074837226219348,-3.9526998538813194,1.973553553549626
97,1.207729189828898,-3.941073523937723,1.9690877949763825
98,1.4503903893567456,-3.8771553747125913,1.9491184101339913
99,1.5907241440680164,-3.8490435823500238,1.9535230936240549
100,1.852029882930132,-3.7138024285953914,1.9399820635133829
101,1.9924106638476062,-3.6565268043449546,1.9500484687536
102,2.223480910573194,-3.5530367489079264,1.9583257216397105
103,2.3532260992847673,-3.5102762153808174,1.9778142906634506
104,2.594553359038603,-3.3311427297850393,1.9791964935042325
105,2.713591571550403,-3.255173372256307,1.9892807767164753
106,2.934930993702971,-3.057009770289972,1.9721385771074802
107,3.030789527940809,-2.9662766454892138,1.9630271947557336
108,3.2692557883700646,-2.760881610569459,1.979754335390973
109,3.392248934556932,-2.6620288184533987,1.9818022919348435
110,3.5306635400057234,-2.4742880753085514,1.9872386035524845
111,3.6174798810795767,-2.37019813296018,1.9826675437102614
112,3.769845649732187,-2.1132191696185796,1.9755869397555763
113,3.8330266230099665,-1.9947765825363384,1.9703264182214775
114,3.9116017493178328,-1.7498493010237428,1.9510162517268907
115,3.9391890148531323,-1.598531756268286,1.9129722599201573
116,4.047571204266282,-1.3656591159977833,1.9366608474818756
117,4.0802923879397905,-1.2315507158884849,1.9330007660546231
118,4.125066273784906,-0.9439308459892498,1.9047544040512596
119,4.164320105461764,-0.8438828063846012,1.906194017375915
120,4.187138680988861,-0.5882890813144834,1.8998019201750653
